GENE_FROM	MRNA_FROM	CHROM_FROM	START_FROM	STOP_FROM	STRAND_FROM	GENE_TO	MRNA_TO	START_TO	STOP_TO	STRAND_TO	SINGLE_MATCH
e_gw1.10.210.1.5	bden_t_12973	bdenJAM81_scaffold_10	788240	789040	-1						NO_GENES_IN_INTERVAL
e_gw1.15.148.1.5	bden_t_14325	bdenJAM81_scaffold_15	222157	222938	-1	BDEG_08010	BDET_08032	bden_JEL423_supercont1.14	647673	651031	-1	yes
GP3.081080.5	bden_t_92549	bdenJAM81_scaffold_18	282983	286825	-1	BDEG_03106	BDET_03114	bden_JEL423_supercont1.3	1550905	1554672	-1	yes
estExt_fgenesh1_kg.C_130026.5	bden_t_37382	bdenJAM81_scaffold_13	384576	386920	-1	BDEG_06607	BDET_06625	bden_JEL423_supercont1.10	628535	630765	-1	yes
fgenesh1_pg.C_scaffold_18000066.5	bden_t_28413	bdenJAM81_scaffold_18	212042	213787	-1						NO_GENES_IN_INTERVAL
GP3.033550.5	bden_t_87796	bdenJAM81_scaffold_4	116356	116812	1	BDEG_02492	BDET_02499	bden_JEL423_supercont1.2	2160072	2160528	-1	yes
e_gw1.6.495.1.5	bden_t_11704	bdenJAM81_scaffold_6	223682	223879	-1	BDEG_04986	BDET_05001	bden_JEL423_supercont1.6	1333158	1335456	-1	yes
estExt_fgenesh1_pg.C_80339.5	bden_t_35461	bdenJAM81_scaffold_8	1029650	1036114	1	BDEG_06060	BDET_06077	bden_JEL423_supercont1.9	227909	234232	-1	yes
GP3.016680.5	bden_t_86109	bdenJAM81_scaffold_2	193919	194801	1	BDEG_03804	BDET_03813	bden_JEL423_supercont1.4	1631420	1632302	-1	yes
estExt_Genewise1Plus.C_130162.5	bden_t_20675	bdenJAM81_scaffold_13	491467	496141	1	BDEG_06571	BDET_06589	bden_JEL423_supercont1.10	519434	523869	-1	yes
gw1.5.120.1.5	bden_t_1502	bdenJAM81_scaffold_5	623975	624874	-1	BDEG_05191	BDET_05206	bden_JEL423_supercont1.7	351132	353075	-1	yes
GP3.082630.5	bden_t_92704	bdenJAM81_scaffold_19	162062	167839	-1	BDEG_08566	BDET_08591	bden_JEL423_supercont1.17	119612	125389	-1	yes
fgenesh1_pg.C_scaffold_1001222.5	bden_t_22349	bdenJAM81_scaffold_1	3629797	3635922	-1	BDEG_01371	BDET_01375	bden_JEL423_supercont1.1	3662279	3664762	-1	no
fgenesh1_pg.C_scaffold_1001222.5	bden_t_22349	bdenJAM81_scaffold_1	3629797	3635922	-1	BDEG_01370	BDET_01374	bden_JEL423_supercont1.1	3656778	3661905	-1	no
estExt_Genewise1Plus.C_70302.5	bden_t_19878	bdenJAM81_scaffold_7	1043910	1049559	-1	BDEG_02914	BDET_02922	bden_JEL423_supercont1.3	1032267	1037772	-1	yes
GP3.015730.5	bden_t_86014	bdenJAM81_scaffold_1	3826113	3826742	1	BDEG_01442	BDET_01446	bden_JEL423_supercont1.1	3854749	3855378	-1	yes
GP3.003300.5	bden_t_84771	bdenJAM81_scaffold_1	1793658	1798453	1	BDEG_00673	BDET_00677	bden_JEL423_supercont1.1	1793360	1793970	-1	no
GP3.003300.5	bden_t_84771	bdenJAM81_scaffold_1	1793658	1798453	1	BDEG_00672	BDET_00676	bden_JEL423_supercont1.1	1788594	1793373	-1	no
gw1.1.1017.1.5	bden_t_5193	bdenJAM81_scaffold_1	415581	416507	-1	BDEG_00160	BDET_00161	bden_JEL423_supercont1.1	421062	422338	-1	yes
estExt_Genewise1.C_20216.5	bden_t_15842	bdenJAM81_scaffold_2	824433	827732	-1	BDEG_03565	BDET_03573	bden_JEL423_supercont1.4	988337	991483	-1	yes
GP3.076550.5	bden_t_92096	bdenJAM81_scaffold_16	8954	10060	-1	BDEG_08260	BDET_08285	bden_JEL423_supercont1.15	374403	375471	-1	yes
fgenesh1_pg.C_scaffold_2000225.5	bden_t_22838	bdenJAM81_scaffold_2	656939	658664	1	BDEG_03614	BDET_03623	bden_JEL423_supercont1.4	1157567	1159252	-1	yes
fgenesh1_pg.C_scaffold_11000069.5	bden_t_26814	bdenJAM81_scaffold_11	231392	234759	-1	BDEG_07575	BDET_07595	bden_JEL423_supercont1.13	202056	203399	-1	yes
estExt_fgenesh1_pg.C_80307.5	bden_t_35449	bdenJAM81_scaffold_8	920946	924411	1	BDEG_06094	BDET_06111	bden_JEL423_supercont1.9	336904	339752	-1	no
estExt_fgenesh1_pg.C_80307.5	bden_t_35449	bdenJAM81_scaffold_8	920946	924411	1	BDEG_06095	BDET_06112	bden_JEL423_supercont1.9	340220	342641	-1	no
fgenesh1_pg.C_scaffold_1000333.5	bden_t_21460	bdenJAM81_scaffold_1	980761	983048	-1	BDEG_00366	BDET_00368	bden_JEL423_supercont1.1	977579	979866	-1	yes
fgenesh1_pg.C_scaffold_5000427.5	bden_t_24711	bdenJAM81_scaffold_5	1368415	1368777	1	BDEG_05513	BDET_05530	bden_JEL423_supercont1.7	1198727	1199035	-1	no
fgenesh1_pg.C_scaffold_5000427.5	bden_t_24711	bdenJAM81_scaffold_5	1368415	1368777	1	BDEG_05514	BDET_05531	bden_JEL423_supercont1.7	1199382	1200862	-1	no
gw1.11.87.1.5	bden_t_2177	bdenJAM81_scaffold_11	918752	920353	-1	BDEG_08357	BDET_08382	bden_JEL423_supercont1.16	69572	72558	-1	yes
GP3.015470.5	bden_t_85988	bdenJAM81_scaffold_1	3649202	3650245	1	BDEG_01377	BDET_01381	bden_JEL423_supercont1.1	3678291	3678877	-1	yes
GP3.083030.5	bden_t_92744	bdenJAM81_scaffold_19	99182	101934	-1	BDEG_08593	BDET_08618	bden_JEL423_supercont1.17	194545	197130	-1	yes
GP3.081800.5	bden_t_92621	bdenJAM81_scaffold_18	140886	142865	-1	BDEG_03050	BDET_03058	bden_JEL423_supercont1.3	1408589	1410610	-1	yes
GP3.052880.5	bden_t_89729	bdenJAM81_scaffold_8	772289	773941	-1	BDEG_06152	BDET_06169	bden_JEL423_supercont1.9	492762	495608	-1	yes
GP3.044570.5	bden_t_88898	bdenJAM81_scaffold_6	349409	350855	1	BDEG_04934	BDET_04949	bden_JEL423_supercont1.6	1202281	1203565	-1	yes
fgenesh1_pg.C_scaffold_7000006.5	bden_t_25254	bdenJAM81_scaffold_7	21715	22257	1	BDEG_02543	BDET_02550	bden_JEL423_supercont1.3	11602	12144	-1	yes
fgenesh1_pg.C_scaffold_23000001.5	bden_t_28704	bdenJAM81_scaffold_23	541	1020	1						NO_SYNTENIC_ALIGNMENT
estExt_fgenesh1_pg.C_30477.5	bden_t_34680	bdenJAM81_scaffold_3	1476339	1477641	-1	BDEG_04402	BDET_04416	bden_JEL423_supercont1.5	1478413	1479680	-1	yes
fgenesh1_pg.C_scaffold_4000383.5	bden_t_24144	bdenJAM81_scaffold_4	1141469	1148029	-1	BDEG_02104	BDET_02108	bden_JEL423_supercont1.2	1140691	1146799	-1	yes
estExt_Genewise1.C_70085.5	bden_t_16794	bdenJAM81_scaffold_7	302274	305781	-1	BDEG_02646	BDET_02653	bden_JEL423_supercont1.3	294513	297825	-1	yes
fgenesh1_kg.C_scaffold_2000012.5	bden_t_31309	bdenJAM81_scaffold_2	278358	279601	-1	BDEG_03764	BDET_03773	bden_JEL423_supercont1.4	1541392	1542570	-1	yes
fgenesh1_pg.C_scaffold_42000003.5	bden_t_28804	bdenJAM81_scaffold_42	9361	10661	1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pg.C_scaffold_12000048.5	bden_t_27099	bdenJAM81_scaffold_12	157934	158599	1	BDEG_07263	BDET_07282	bden_JEL423_supercont1.12	270695	271108	-1	yes
GP3.079900.5	bden_t_92431	bdenJAM81_scaffold_17	85251	89575	-1	BDEG_08499	BDET_08524	bden_JEL423_supercont1.16	431699	433878	-1	no
GP3.079900.5	bden_t_92431	bdenJAM81_scaffold_17	85251	89575	-1	BDEG_08500	BDET_08525	bden_JEL423_supercont1.16	434322	436130	-1	no
GP3.088670.5	bden_t_93308	bdenJAM81_scaffold_201	15	2235	-1						NO_SYNTENIC_ALIGNMENT
estExt_fgenesh1_kg.C_10204.5	bden_t_36503	bdenJAM81_scaffold_1	2943885	2944997	1	BDEG_01100	BDET_01104	bden_JEL423_supercont1.1	2954051	2956425	-1	yes
fgenesh1_pg.C_scaffold_6000477.5	bden_t_25248	bdenJAM81_scaffold_6	1479616	1480197	-1						NO_GENES_IN_INTERVAL
estExt_fgenesh1_pg.C_40228.5	bden_t_34799	bdenJAM81_scaffold_4	680195	683505	1	BDEG_02281	BDET_02286	bden_JEL423_supercont1.2	1594484	1597753	-1	yes
fgenesh1_pg.C_scaffold_1000053.5	bden_t_21180	bdenJAM81_scaffold_1	157879	158676	-1	BDEG_00057	BDET_00057	bden_JEL423_supercont1.1	163959	164642	-1	yes
gw1.3.513.1.5	bden_t_7254	bdenJAM81_scaffold_3	510174	510368	-1	BDEG_04050	BDET_04060	bden_JEL423_supercont1.5	510126	511061	-1	yes
fgenesh1_pg.C_scaffold_8000186.5	bden_t_25854	bdenJAM81_scaffold_8	551915	554413	-1	BDEG_06235	BDET_06252	bden_JEL423_supercont1.9	714221	716719	-1	yes
estExt_fgenesh1_pg.C_120162.5	bden_t_35873	bdenJAM81_scaffold_12	531376	534143	-1	BDEG_07405	BDET_07425	bden_JEL423_supercont1.12	675826	676832	-1	no
estExt_fgenesh1_pg.C_120162.5	bden_t_35873	bdenJAM81_scaffold_12	531376	534143	-1	BDEG_07406	BDET_07426	bden_JEL423_supercont1.12	677472	678054	-1	no
GP3.036660.5	bden_t_88107	bdenJAM81_scaffold_5	1263774	1268127	-1	BDEG_05475	BDET_05492	bden_JEL423_supercont1.7	1107167	1111520	-1	yes
GP3.013900.5	bden_t_85831	bdenJAM81_scaffold_1	1965281	1965724	1	BDEG_00743	BDET_00747	bden_JEL423_supercont1.1	1960327	1960770	-1	yes
estExt_fgenesh1_pg.C_80073.5	bden_t_35365	bdenJAM81_scaffold_8	249337	252165	-1						NO_SYNTENIC_ALIGNMENT
GP3.032120.5	bden_t_87653	bdenJAM81_scaffold_4	1305790	1306416	-1	BDEG_02049	BDET_02053	bden_JEL423_supercont1.2	984871	985269	-1	yes
GP3.024250.5	bden_t_86866	bdenJAM81_scaffold_3	785256	787232	1	BDEG_04143	BDET_04154	bden_JEL423_supercont1.5	785980	787923	-1	yes
estExt_fgenesh1_kg.C_150015.5	bden_t_37468	bdenJAM81_scaffold_15	231402	232140	1	BDEG_08005	BDET_08027	bden_JEL423_supercont1.14	637299	639758	-1	yes
GP3.000210.5	bden_t_84462	bdenJAM81_scaffold_1	132934	137015	-1	BDEG_00049	BDET_00049	bden_JEL423_supercont1.1	139211	142854	-1	yes
fgenesh1_pg.C_scaffold_128000001.5	bden_t_28960	bdenJAM81_scaffold_128	763	1350	1						NO_SYNTENIC_ALIGNMENT
GP3.062390.5	bden_t_90680	bdenJAM81_scaffold_10	558370	558642	1	BDEG_06985	BDET_07004	bden_JEL423_supercont1.11	542497	543078	-1	yes
fgenesh1_pm.C_scaffold_5000039.5	bden_t_29934	bdenJAM81_scaffold_5	694099	698064	1	BDEG_05248	BDET_05263	bden_JEL423_supercont1.7	537548	541622	-1	yes
GP3.030830.5	bden_t_87524	bdenJAM81_scaffold_4	1030043	1032452	1	BDEG_02143	BDET_02148	bden_JEL423_supercont1.2	1256882	1259185	-1	yes
estExt_fgenesh1_pg.C_60421.5	bden_t_35159	bdenJAM81_scaffold_6	1319230	1320747	-1	BDEG_04567	BDET_04581	bden_JEL423_supercont1.6	232872	234338	-1	yes
fgenesh1_pg.C_scaffold_6000467.5	bden_t_25238	bdenJAM81_scaffold_6	1450130	1451276	1	BDEG_04520	BDET_04534	bden_JEL423_supercont1.6	102124	103270	-1	yes
fgenesh1_pg.C_scaffold_19000036.5	bden_t_28554	bdenJAM81_scaffold_19	127482	130968	-1	BDEG_08582	BDET_08607	bden_JEL423_supercont1.17	165787	168416	-1	yes
estExt_fgenesh1_pm.C_40118.5	bden_t_33126	bdenJAM81_scaffold_4	1321683	1322940	-1	BDEG_02044	BDET_02048	bden_JEL423_supercont1.2	968083	969352	-1	yes
GP3.073780.5	bden_t_91819	bdenJAM81_scaffold_14	221900	222154	1						NO_GENES_IN_INTERVAL
e_gw1.19.55.1.5	bden_t_14879	bdenJAM81_scaffold_19	3032	3181	1						NO_SYNTENIC_ALIGNMENT
gw1.1.459.1.5	bden_t_2475	bdenJAM81_scaffold_1	2212866	2214174	-1	BDEG_00842	BDET_00846	bden_JEL423_supercont1.1	2207104	2209585	-1	yes
GP3.081610.5	bden_t_92602	bdenJAM81_scaffold_18	358421	360160	-1	BDEG_03132	BDET_03140	bden_JEL423_supercont1.3	1626271	1628010	-1	yes
fgenesh1_pm.C_scaffold_1000323.5	bden_t_29385	bdenJAM81_scaffold_1	3948520	3950762	1	BDEG_01484	BDET_01488	bden_JEL423_supercont1.1	3977128	3979370	-1	yes
estExt_fgenesh1_pg.C_110116.5	bden_t_35767	bdenJAM81_scaffold_11	370387	373824	1	BDEG_07629	BDET_07649	bden_JEL423_supercont1.13	340887	344254	-1	yes
GP3.049250.5	bden_t_89366	bdenJAM81_scaffold_7	96569	97863	1	BDEG_02569	BDET_02576	bden_JEL423_supercont1.3	83829	85123	-1	yes
estExt_fgenesh1_pm.C_130067.5	bden_t_33683	bdenJAM81_scaffold_13	679341	681764	1	BDEG_06495	BDET_06513	bden_JEL423_supercont1.10	334501	335816	-1	yes
GP3.082940.5	bden_t_92735	bdenJAM81_scaffold_19	138521	138898	-1	BDEG_08578	BDET_08603	bden_JEL423_supercont1.17	157204	157581	-1	yes
estExt_fgenesh1_kg.C_60056.5	bden_t_36987	bdenJAM81_scaffold_6	1175478	1176981	-1	BDEG_04608	BDET_04622	bden_JEL423_supercont1.6	380489	382392	-1	yes
fgenesh1_pg.C_scaffold_20000014.5	bden_t_28618	bdenJAM81_scaffold_20	44696	45415	1	BDEG_06454	BDET_06472	bden_JEL423_supercont1.10	222211	222939	-1	yes
fgenesh1_pg.C_scaffold_3000198.5	bden_t_23402	bdenJAM81_scaffold_3	652550	655111	1	BDEG_04091	BDET_04102	bden_JEL423_supercont1.5	652690	655251	-1	yes
GP3.088460.5	bden_t_93287	bdenJAM81_scaffold_185	208	1536	-1						NO_SYNTENIC_ALIGNMENT
estExt_fgenesh1_pg.C_11281.5	bden_t_34283	bdenJAM81_scaffold_1	3850310	3854556	-1	BDEG_01451	BDET_01455	bden_JEL423_supercont1.1	3881444	3883159	-1	no
estExt_fgenesh1_pg.C_11281.5	bden_t_34283	bdenJAM81_scaffold_1	3850310	3854556	-1	BDEG_01450	BDET_01454	bden_JEL423_supercont1.1	3879172	3881078	-1	no
fgenesh1_pg.C_scaffold_5000208.5	bden_t_24492	bdenJAM81_scaffold_5	749926	754235	1	BDEG_05266	BDET_05282	bden_JEL423_supercont1.7	593296	597718	-1	yes
GP3.026450.5	bden_t_87086	bdenJAM81_scaffold_3	1310628	1311926	-1	BDEG_04342	BDET_04356	bden_JEL423_supercont1.5	1311174	1312283	-1	yes
estExt_fgenesh1_pm.C_100016.5	bden_t_33508	bdenJAM81_scaffold_10	216306	218062	1	BDEG_06834	BDET_06853	bden_JEL423_supercont1.11	185559	187302	-1	yes
estExt_fgenesh1_pg.C_70223.5	bden_t_35259	bdenJAM81_scaffold_7	709284	711932	-1	BDEG_02795	BDET_02802	bden_JEL423_supercont1.3	704653	704958	-1	no
estExt_fgenesh1_pg.C_70223.5	bden_t_35259	bdenJAM81_scaffold_7	709284	711932	-1	BDEG_02794	BDET_02801	bden_JEL423_supercont1.3	702456	704033	-1	no
gw1.11.75.1.5	bden_t_1918	bdenJAM81_scaffold_11	614781	616836	1	BDEG_07706	BDET_07727	bden_JEL423_supercont1.13	547361	549998	-1	yes
GP3.039690.5	bden_t_88410	bdenJAM81_scaffold_5	1055328	1059228	1	BDEG_05390	BDET_05407	bden_JEL423_supercont1.7	898618	902518	-1	yes
estExt_fgenesh1_kg.C_30052.5	bden_t_36714	bdenJAM81_scaffold_3	858079	859161	1	BDEG_04173	BDET_04185	bden_JEL423_supercont1.5	858735	859871	-1	yes
fgenesh1_pg.C_scaffold_2000265.5	bden_t_22878	bdenJAM81_scaffold_2	827843	831219	1	BDEG_03564	BDET_03572	bden_JEL423_supercont1.4	984977	986623	-1	yes
estExt_fgenesh1_pg.C_80136.5	bden_t_35380	bdenJAM81_scaffold_8	428492	430074	-1	BDEG_06291	BDET_06308	bden_JEL423_supercont1.9	851409	851774	-1	yes
GP3.063670.5	bden_t_90808	bdenJAM81_scaffold_11	486485	487638	-1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pg.C_scaffold_11000099.5	bden_t_26844	bdenJAM81_scaffold_11	320254	321853	1	BDEG_07609	BDET_07629	bden_JEL423_supercont1.13	290754	292114	-1	yes
fgenesh1_pg.C_scaffold_18000007.5	bden_t_28354	bdenJAM81_scaffold_18	25183	25788	1	BDEG_03007	BDET_03015	bden_JEL423_supercont1.3	1297163	1297684	-1	yes
GP3.088660.5	bden_t_93307	bdenJAM81_scaffold_198	1032	1760	-1						NO_SYNTENIC_ALIGNMENT
GP3.008170.5	bden_t_85258	bdenJAM81_scaffold_1	3911739	3912804	-1	BDEG_01469	BDET_01473	bden_JEL423_supercont1.1	3940353	3941418	-1	yes
fgenesh1_kg.C_scaffold_2000019.5	bden_t_31316	bdenJAM81_scaffold_2	378633	379384	1	BDEG_03721	BDET_03730	bden_JEL423_supercont1.4	1441588	1441968	-1	yes
GP3.074970.5	bden_t_91938	bdenJAM81_scaffold_15	367796	369622	-1	BDEG_07951	BDET_07973	bden_JEL423_supercont1.14	501255	502905	-1	yes
GP3.083400.5	bden_t_92781	bdenJAM81_scaffold_19	145684	146263	1	BDEG_08574	BDET_08599	bden_JEL423_supercont1.17	146511	148541	-1	yes
GP3.080990.5	bden_t_92540	bdenJAM81_scaffold_18	230421	232168	-1	BDEG_03080	BDET_03088	bden_JEL423_supercont1.3	1498292	1499337	-1	no
GP3.080990.5	bden_t_92540	bdenJAM81_scaffold_18	230421	232168	-1	BDEG_03081	BDET_03089	bden_JEL423_supercont1.3	1499411	1500039	-1	no
GP3.066130.5	bden_t_91054	bdenJAM81_scaffold_11	812836	813687	1	BDEG_07781	BDET_07802	bden_JEL423_supercont1.13	745733	748435	-1	yes
GP3.087400.5	bden_t_93181	bdenJAM81_scaffold_109	4675	5750	-1						NO_SYNTENIC_ALIGNMENT
estExt_Genewise1.C_110066.5	bden_t_17453	bdenJAM81_scaffold_11	254062	255719	-1	BDEG_07584	BDET_07604	bden_JEL423_supercont1.13	224507	225021	-1	yes
estExt_Genewise1.C_11282.5	bden_t_15731	bdenJAM81_scaffold_1	3931920	3933673	1	BDEG_01477	BDET_01481	bden_JEL423_supercont1.1	3960544	3962190	-1	yes
GP3.082970.5	bden_t_92738	bdenJAM81_scaffold_19	120903	121674	-1	BDEG_08585	BDET_08610	bden_JEL423_supercont1.17	174426	175197	-1	yes
GP3.035410.5	bden_t_87982	bdenJAM81_scaffold_5	563305	567129	-1	BDEG_05210	BDET_05225	bden_JEL423_supercont1.7	409145	412966	-1	yes
estExt_fgenesh1_pg.C_50259.5	bden_t_34989	bdenJAM81_scaffold_5	893871	896338	-1	BDEG_05323	BDET_05339	bden_JEL423_supercont1.7	735619	739532	-1	yes
fgenesh1_pg.C_scaffold_4000077.5	bden_t_23838	bdenJAM81_scaffold_4	241654	243936	1	BDEG_02446	BDET_02453	bden_JEL423_supercont1.2	2032946	2035228	-1	yes
GP3.077980.5	bden_t_92239	bdenJAM81_scaffold_16	244342	244716	-1	BDEG_08163	BDET_08187	bden_JEL423_supercont1.15	139644	140018	-1	yes
estExt_fgenesh1_kg.C_50051.5	bden_t_36927	bdenJAM81_scaffold_5	1002375	1004521	-1	BDEG_05370	BDET_05387	bden_JEL423_supercont1.7	845759	846413	-1	no
estExt_fgenesh1_kg.C_50051.5	bden_t_36927	bdenJAM81_scaffold_5	1002375	1004521	-1	BDEG_05371	BDET_05388	bden_JEL423_supercont1.7	846954	847522	-1	no
GP3.015510.5	bden_t_85992	bdenJAM81_scaffold_1	3686148	3686853	1	BDEG_01391	BDET_01395	bden_JEL423_supercont1.1	3714973	3715754	-1	yes
estExt_Genewise1.C_10389.5	bden_t_15370	bdenJAM81_scaffold_1	1148085	1152765	-1	BDEG_00430	BDET_00432	bden_JEL423_supercont1.1	1145577	1149644	-1	yes
fgenesh1_pm.C_scaffold_1000108.5	bden_t_29170	bdenJAM81_scaffold_1	1353029	1354164	1	BDEG_00498	BDET_00500	bden_JEL423_supercont1.1	1353157	1354292	-1	yes
fgenesh1_pg.C_scaffold_7000181.5	bden_t_25429	bdenJAM81_scaffold_7	576422	577160	1	BDEG_02744	BDET_02751	bden_JEL423_supercont1.3	569451	570189	-1	yes
e_gw1.16.144.1.5	bden_t_14510	bdenJAM81_scaffold_16	187374	188519	1	BDEG_08184	BDET_08208	bden_JEL423_supercont1.15	195846	197233	-1	yes
fgenesh1_pm.C_scaffold_7000024.5	bden_t_30121	bdenJAM81_scaffold_7	332596	332805	1						NO_GENES_IN_INTERVAL
estExt_fgenesh1_pg.C_170018.5	bden_t_36187	bdenJAM81_scaffold_17	79808	80544	1	BDEG_08504	BDET_08529	bden_JEL423_supercont1.16	439953	441465	-1	yes
GP3.050660.5	bden_t_89507	bdenJAM81_scaffold_8	295574	297068	-1	BDEG_06350	BDET_06367	bden_JEL423_supercont1.9	983478	984972	-1	yes
GP3.034880.5	bden_t_87929	bdenJAM81_scaffold_4	1543565	1544587	1	BDEG_01956	BDET_01960	bden_JEL423_supercont1.2	742587	743630	-1	yes
estExt_fgenesh1_pg.C_10088.5	bden_t_33892	bdenJAM81_scaffold_1	256645	259292	1	BDEG_00098	BDET_00098	bden_JEL423_supercont1.1	262080	262928	-1	no
estExt_fgenesh1_pg.C_10088.5	bden_t_33892	bdenJAM81_scaffold_1	256645	259292	1	BDEG_00099	BDET_00099	bden_JEL423_supercont1.1	263070	264877	-1	no
estExt_Genewise1Plus.C_190045.5	bden_t_21097	bdenJAM81_scaffold_19	282028	284110	-1	BDEG_08527	BDET_08552	bden_JEL423_supercont1.17	4648	7108	-1	yes
fgenesh1_pg.C_scaffold_5000057.5	bden_t_24341	bdenJAM81_scaffold_5	245508	247370	-1	BDEG_05115	BDET_05130	bden_JEL423_supercont1.7	138963	140828	-1	yes
estExt_fgenesh1_pg.C_11143.5	bden_t_34246	bdenJAM81_scaffold_1	3415297	3416826	1	BDEG_01293	BDET_01297	bden_JEL423_supercont1.1	3442492	3443616	-1	yes
GP3.067080.5	bden_t_91149	bdenJAM81_scaffold_12	579282	581087	1	BDEG_07429	BDET_07449	bden_JEL423_supercont1.12	729808	731613	-1	yes
fgenesh1_pg.C_scaffold_23000019.5	bden_t_28722	bdenJAM81_scaffold_23	35305	36276	1						NO_SYNTENIC_ALIGNMENT
GP3.026730.5	bden_t_87114	bdenJAM81_scaffold_3	915804	916248	-1	BDEG_04197	BDET_04209	bden_JEL423_supercont1.5	916564	919767	-1	yes
GP3.000960.5	bden_t_84537	bdenJAM81_scaffold_1	515628	517683	1	BDEG_00196	BDET_00197	bden_JEL423_supercont1.1	521230	525552	-1	yes
estExt_fgenesh1_kg.C_110008.5	bden_t_37282	bdenJAM81_scaffold_11	127052	128353	-1	BDEG_07541	BDET_07561	bden_JEL423_supercont1.13	97439	98155	-1	yes
fgenesh1_pg.C_scaffold_7000397.5	bden_t_25645	bdenJAM81_scaffold_7	1237707	1238523	1	BDEG_02979	BDET_02987	bden_JEL423_supercont1.3	1219106	1219922	-1	yes
GP3.020240.5	bden_t_86465	bdenJAM81_scaffold_2	729228	729551	-1	BDEG_03590	BDET_03598	bden_JEL423_supercont1.4	1086661	1086984	-1	yes
estExt_Genewise1.C_160076.5	bden_t_17961	bdenJAM81_scaffold_16	174404	178507	-1	BDEG_08188	BDET_08213	bden_JEL423_supercont1.15	205886	209918	-1	yes
GP3.032180.5	bden_t_87659	bdenJAM81_scaffold_4	1239309	1243511	-1	BDEG_02074	BDET_02078	bden_JEL423_supercont1.2	1047661	1051746	-1	yes
estExt_fgenesh1_pg.C_30532.5	bden_t_34698	bdenJAM81_scaffold_3	1620787	1624960	1	BDEG_04464	BDET_04478	bden_JEL423_supercont1.5	1622838	1626993	-1	yes
GP3.043660.5	bden_t_88807	bdenJAM81_scaffold_6	528393	530312	-1	BDEG_04860	BDET_04875	bden_JEL423_supercont1.6	1023106	1024788	-1	yes
fgenesh1_pg.C_scaffold_17000010.5	bden_t_28183	bdenJAM81_scaffold_17	46971	50006	-1	BDEG_08516	BDET_08541	bden_JEL423_supercont1.16	471260	473139	-1	yes
estExt_Genewise1Plus.C_140046.5	bden_t_20750	bdenJAM81_scaffold_14	145986	148529	-1	BDEG_01876	BDET_01880	bden_JEL423_supercont1.2	529811	534867	-1	yes
estExt_fgenesh1_pg.C_40289.5	bden_t_34827	bdenJAM81_scaffold_4	857584	862304	1	BDEG_02206	BDET_02211	bden_JEL423_supercont1.2	1415711	1420255	-1	yes
e_gw1.1.1055.1.5	bden_t_7910	bdenJAM81_scaffold_1	3886310	3887295	1	BDEG_01460	BDET_01464	bden_JEL423_supercont1.1	3914652	3915977	-1	yes
GP3.024530.5	bden_t_86894	bdenJAM81_scaffold_3	915121	915573	-1	BDEG_04196	BDET_04208	bden_JEL423_supercont1.5	915881	916407	-1	yes
GP3.044350.5	bden_t_88876	bdenJAM81_scaffold_6	162629	165022	1	BDEG_05008	BDET_05023	bden_JEL423_supercont1.6	1393882	1396166	-1	yes
estExt_fgenesh1_kg.C_10157.5	bden_t_36464	bdenJAM81_scaffold_1	2251382	2253646	-1	BDEG_00856	BDET_00860	bden_JEL423_supercont1.1	2246502	2248249	-1	yes
estExt_fgenesh1_pg.C_120151.5	bden_t_35869	bdenJAM81_scaffold_12	486314	488455	1	BDEG_07390	BDET_07410	bden_JEL423_supercont1.12	630976	632733	-1	no
estExt_fgenesh1_pg.C_120151.5	bden_t_35869	bdenJAM81_scaffold_12	486314	488455	1	BDEG_07391	BDET_07411	bden_JEL423_supercont1.12	633047	634340	-1	no
estExt_fgenesh1_pg.C_10784.5	bden_t_34123	bdenJAM81_scaffold_1	2311397	2314459	-1	BDEG_00878	BDET_00882	bden_JEL423_supercont1.1	2306635	2309529	-1	yes
GP3.029190.5	bden_t_87360	bdenJAM81_scaffold_4	214446	215870	1	BDEG_02459	BDET_02466	bden_JEL423_supercont1.2	2061196	2062437	-1	yes
fgenesh1_pg.C_scaffold_3000221.5	bden_t_23425	bdenJAM81_scaffold_3	728530	730078	-1	BDEG_04123	BDET_04134	bden_JEL423_supercont1.5	729249	730977	-1	yes
GP3.076650.5	bden_t_92106	bdenJAM81_scaffold_16	48002	51639	1	BDEG_08244	BDET_08269	bden_JEL423_supercont1.15	330125	333405	-1	no
GP3.076650.5	bden_t_92106	bdenJAM81_scaffold_16	48002	51639	1	BDEG_08245	BDET_08270	bden_JEL423_supercont1.15	332804	335812	-1	no
e_gw1.13.177.1.5	bden_t_13717	bdenJAM81_scaffold_13	581516	582955	-1	BDEG_06534	BDET_06552	bden_JEL423_supercont1.10	433689	434409	-1	yes
gw1.6.472.1.5	bden_t_7305	bdenJAM81_scaffold_6	113225	113745	1	BDEG_05024	BDET_05039	bden_JEL423_supercont1.6	1445366	1446208	-1	yes
fgenesh1_pg.C_scaffold_1000959.5	bden_t_22086	bdenJAM81_scaffold_1	2826750	2829020	1	BDEG_01063	BDET_01067	bden_JEL423_supercont1.1	2834274	2836387	-1	no
