GLEAN_PASA	MRNA_FROM	CHROM	START_FROM	STOP_FROM	STRAND_FROM	JGI	MRNA_TO	START_TO	STOP_TO	STRAND_TO	SINGLE_MATCH
GLEANP3_070150	GLEANP3_070150.t1	bdenJAM81_scaffold_13	681917	682692	-1	estExt_fgenesh1_kg.C_130051.5	bden_t_37405	estExt_fgenesh1_kg.C_130051.5	681917	682690	-1	yes
GLEANP3_070160	GLEANP3_070160.t1	bdenJAM81_scaffold_13	686865	688170	1	e_gw1.13.112.1.5	bden_t_13762	e_gw1.13.112.1.5	686967	688143	1	yes
GLEANP3_070170	GLEANP3_070170.t1	bdenJAM81_scaffold_13	691590	694368	-1	estExt_fgenesh1_pg.C_130237.5	bden_t_35978	estExt_fgenesh1_pg.C_130237.5	691589	694368	-1	yes
GLEANP3_070180	GLEANP3_070180.t1	bdenJAM81_scaffold_13	699060	700277	-1	GP3.070180.5	bden_t_91459	GP3.070180.5	699060	700277	-1	yes
GLEANP3_070190	GLEANP3_070190.t1	bdenJAM81_scaffold_13	706121	708485	1	estExt_fgenesh1_kg.C_130053.5	bden_t_37407	estExt_fgenesh1_kg.C_130053.5	706120	708485	1	yes
GLEANP3_070200	GLEANP3_070200.t1	bdenJAM81_scaffold_13	717561	720116	-1	fgenesh1_pg.C_scaffold_13000247.5	bden_t_27536	fgenesh1_pg.C_scaffold_13000247.5	717561	720116	-1	yes
GLEANP3_070210	GLEANP3_070210.t1	bdenJAM81_scaffold_13	724255	725148	-1	GP3.070210.5	bden_t_91462	GP3.070210.5	724255	725148	-1	yes
GLEANP3_070220	GLEANP3_070220.t1	bdenJAM81_scaffold_13	736304	738506	1	fgenesh1_pg.C_scaffold_13000254.5	bden_t_27543	fgenesh1_pg.C_scaffold_13000254.5	736325	738401	1	yes
GLEANP3_070230	GLEANP3_070230.t1	bdenJAM81_scaffold_13	741219	743639	-1	e_gw1.13.42.1.5	bden_t_13787	e_gw1.13.42.1.5	741252	743612	-1	yes
GLEANP3_070240	GLEANP3_070240.t1	bdenJAM81_scaffold_13	743790	748512	-1	estExt_Genewise1.C_130274.5	bden_t_17756	estExt_Genewise1.C_130274.5	743793	745566	-1	yes
GLEANP3_070250	GLEANP3_070250.t1	bdenJAM81_scaffold_13	179410	181634	-1	GP3.070250.5	bden_t_91466	GP3.070250.5	179410	181634	-1	yes
GLEANP3_070260	GLEANP3_070260.t1	bdenJAM81_scaffold_13	738776	740526	-1	GP3.070260.5	bden_t_91467	GP3.070260.5	738776	740526	-1	yes
GLEANP3_070270	GLEANP3_070270.t1	bdenJAM81_scaffold_13	731357	735057	-1	fgenesh1_pg.C_scaffold_13000253.5	bden_t_27542	fgenesh1_pg.C_scaffold_13000253.5	731226	735057	-1	yes
GLEANP3_070280	GLEANP3_070280.t1	bdenJAM81_scaffold_13	726428	729877	-1	e_gw1.13.251.1.5	bden_t_13865	e_gw1.13.251.1.5	726428	727152	-1	yes
GLEANP3_070290	GLEANP3_070290.t1	bdenJAM81_scaffold_13	720656	723938	-1	e_gw1.13.75.1.5	bden_t_13882	e_gw1.13.75.1.5	720785	723380	-1	yes
GLEANP3_070300	GLEANP3_070300.t1	bdenJAM81_scaffold_13	715114	717485	-1	e_gw1.13.82.1.5	bden_t_13829	e_gw1.13.82.1.5	715114	716591	-1	yes
GLEANP3_070310	GLEANP3_070310.t1	bdenJAM81_scaffold_13	704010	704576	-1	fgenesh1_pg.C_scaffold_13000243.5	bden_t_27532	fgenesh1_pg.C_scaffold_13000243.5	704010	704576	-1	yes
GLEANP3_070320	GLEANP3_070320.t1	bdenJAM81_scaffold_13	702090	702317	-1	GP3.070320.5	bden_t_91473	GP3.070320.5	702090	702317	-1	yes
GLEANP3_070330	GLEANP3_070330.t1	bdenJAM81_scaffold_13	690181	691179	-1	GP3.070330.5	bden_t_91474	GP3.070330.5	690181	691179	-1	yes
GLEANP3_070340	GLEANP3_070340.t1	bdenJAM81_scaffold_13	689577	689843	-1	GP3.070340.5	bden_t_91475	GP3.070340.5	689577	689843	-1	yes
GLEANP3_070350	GLEANP3_070350.t1	bdenJAM81_scaffold_13	678097	678985	-1	GP3.070350.5	bden_t_91476	GP3.070350.5	678097	678985	-1	yes
GLEANP3_070360	GLEANP3_070360.t1	bdenJAM81_scaffold_13	673385	674343	-1	GP3.070360.5	bden_t_91477	GP3.070360.5	673385	674343	-1	yes
GLEANP3_070370	GLEANP3_070370.t1	bdenJAM81_scaffold_13	654953	664274	-1	fgenesh1_kg.C_scaffold_13000046.5	bden_t_32324	fgenesh1_kg.C_scaffold_13000046.5	654840	657339	-1	no
GLEANP3_070370	GLEANP3_070370.t1	bdenJAM81_scaffold_13	654953	664274	-1	e_gw1.13.165.1.5	bden_t_13753	e_gw1.13.165.1.5	659949	660572	-1	no
GLEANP3_070380	GLEANP3_070380.t1	bdenJAM81_scaffold_13	634449	635906	-1	GP3.070380.5	bden_t_91479	GP3.070380.5	634449	635906	-1	yes
GLEANP3_070390	GLEANP3_070390.t1	bdenJAM81_scaffold_13	625906	628928	-1	fgenesh1_pg.C_scaffold_13000215.5	bden_t_27504	fgenesh1_pg.C_scaffold_13000215.5	625906	628461	-1	yes
GLEANP3_070400	GLEANP3_070400.t1	bdenJAM81_scaffold_13	618294	619223	-1	fgenesh1_pg.C_scaffold_13000210.5	bden_t_27499	fgenesh1_pg.C_scaffold_13000210.5	618294	619223	-1	yes
GLEANP3_070410	GLEANP3_070410.t1	bdenJAM81_scaffold_13	607415	607929	-1	fgenesh1_pg.C_scaffold_13000206.5	bden_t_27495	fgenesh1_pg.C_scaffold_13000206.5	606660	607929	-1	yes
GLEANP3_070420	GLEANP3_070420.t1	bdenJAM81_scaffold_13	606660	607384	-1	fgenesh1_pg.C_scaffold_13000206.5	bden_t_27495	fgenesh1_pg.C_scaffold_13000206.5	606660	607929	-1	yes
GLEANP3_070430	GLEANP3_070430.t1	bdenJAM81_scaffold_13	603730	604002	-1	estExt_fgenesh1_pg.C_130201.5	bden_t_35964	estExt_fgenesh1_pg.C_130201.5	599316	604002	-1	yes
GLEANP3_070440	GLEANP3_070440.t1	bdenJAM81_scaffold_13	581516	582955	-1	e_gw1.13.177.1.5	bden_t_13717	e_gw1.13.177.1.5	581516	582955	-1	yes
GLEANP3_070450	GLEANP3_070450.t1	bdenJAM81_scaffold_13	575242	577780	-1	GP3.070450.5	bden_t_91486	GP3.070450.5	575242	577780	-1	yes
GLEANP3_070460	GLEANP3_070460.t1	bdenJAM81_scaffold_13	563575	563916	-1	fgenesh1_pg.C_scaffold_13000190.5	bden_t_27479	fgenesh1_pg.C_scaffold_13000190.5	562270	563916	-1	yes
GLEANP3_070470	GLEANP3_070470.t1	bdenJAM81_scaffold_13	548823	550030	-1	fgenesh1_pg.C_scaffold_13000185.5	bden_t_27474	fgenesh1_pg.C_scaffold_13000185.5	548823	550030	-1	yes
GLEANP3_070480	GLEANP3_070480.t1	bdenJAM81_scaffold_13	528022	530037	-1	fgenesh1_pg.C_scaffold_13000179.5	bden_t_27468	fgenesh1_pg.C_scaffold_13000179.5	528022	530037	-1	yes
GLEANP3_070490	GLEANP3_070490.t1	bdenJAM81_scaffold_13	487802	488520	-1	GP3.070490.5	bden_t_91490	GP3.070490.5	487802	488520	-1	yes
GLEANP3_070500	GLEANP3_070500.t1	bdenJAM81_scaffold_13	472678	482672	-1	GP3.070500.5	bden_t_91491	GP3.070500.5	472678	482672	-1	yes
GLEANP3_070510	GLEANP3_070510.t1	bdenJAM81_scaffold_13	461964	464132	-1	gw1.13.87.1.5	bden_t_2502	gw1.13.87.1.5	462186	463781	-1	yes
GLEANP3_070520	GLEANP3_070520.t1	bdenJAM81_scaffold_13	444254	445116	-1	GP3.070520.5	bden_t_91493	GP3.070520.5	444254	445116	-1	yes
GLEANP3_070530	GLEANP3_070530.t1	bdenJAM81_scaffold_13	440250	442343	-1	GP3.070530.5	bden_t_91494	GP3.070530.5	440250	442343	-1	yes
GLEANP3_070540	GLEANP3_070540.t1	bdenJAM81_scaffold_13	417717	419523	-1	GP3.070540.5	bden_t_91495	GP3.070540.5	417717	419523	-1	yes
GLEANP3_070550	GLEANP3_070550.t1	bdenJAM81_scaffold_13	412737	417531	-1	GP3.070550.5	bden_t_91496	GP3.070550.5	412737	417531	-1	yes
GLEANP3_070560	GLEANP3_070560.t1	bdenJAM81_scaffold_13	399735	401423	-1	GP3.070560.5	bden_t_91497	GP3.070560.5	399735	401423	-1	yes
GLEANP3_070570	GLEANP3_070570.t1	bdenJAM81_scaffold_13	380399	380860	-1	GP3.070570.5	bden_t_91498	GP3.070570.5	380399	380860	-1	yes
GLEANP3_070580	GLEANP3_070580.t1	bdenJAM81_scaffold_13	376812	377978	-1	GP3.070580.5	bden_t_91499	GP3.070580.5	376812	377978	-1	yes
GLEANP3_070590	GLEANP3_070590.t1	bdenJAM81_scaffold_13	370948	371412	-1	fgenesh1_pg.C_scaffold_13000127.5	bden_t_27416	fgenesh1_pg.C_scaffold_13000127.5	369523	371412	-1	yes
GLEANP3_070600	GLEANP3_070600.t1	bdenJAM81_scaffold_13	361681	361998	-1	fgenesh1_pg.C_scaffold_13000126.5	bden_t_27415	fgenesh1_pg.C_scaffold_13000126.5	361681	364650	-1	yes
GLEANP3_070610	GLEANP3_070610.t1	bdenJAM81_scaffold_13	348854	349822	-1	fgenesh1_pg.C_scaffold_13000123.5	bden_t_27412	fgenesh1_pg.C_scaffold_13000123.5	348854	349822	-1	yes
GLEANP3_070620	GLEANP3_070620.t1	bdenJAM81_scaffold_13	335331	337334	-1	GP3.070620.5	bden_t_91503	GP3.070620.5	335331	337334	-1	yes
GLEANP3_070630	GLEANP3_070630.t1	bdenJAM81_scaffold_13	320682	320849	-1	estExt_fgenesh1_pg.C_130113.5	bden_t_35927	estExt_fgenesh1_pg.C_130113.5	317072	320905	-1	yes
GLEANP3_070640	GLEANP3_070640.t1	bdenJAM81_scaffold_13	312502	313062	-1	GP3.070640.5	bden_t_91505	GP3.070640.5	312502	313062	-1	yes
GLEANP3_070650	GLEANP3_070650.t1	bdenJAM81_scaffold_13	302422	302884	-1	GP3.070650.5	bden_t_91506	GP3.070650.5	302422	302884	-1	yes
GLEANP3_070660	GLEANP3_070660.t1	bdenJAM81_scaffold_13	270642	275670	-1	e_gw1.13.5.1.5	bden_t_13796	e_gw1.13.5.1.5	270642	275670	-1	yes
GLEANP3_070670	GLEANP3_070670.t1	bdenJAM81_scaffold_13	267681	269052	-1	GP3.070670.5	bden_t_91508	GP3.070670.5	267681	269052	-1	yes
GLEANP3_070680	GLEANP3_070680.t1	bdenJAM81_scaffold_13	261510	262647	-1	GP3.070680.5	bden_t_91509	GP3.070680.5	261510	262647	-1	yes
GLEANP3_070690	GLEANP3_070690.t1	bdenJAM81_scaffold_13	259062	259874	-1	gw1.13.213.1.5	bden_t_5464	gw1.13.213.1.5	259200	259754	-1	yes
GLEANP3_070700	GLEANP3_070700.t1	bdenJAM81_scaffold_13	253158	255585	-1	GP3.070700.5	bden_t_91511	GP3.070700.5	253158	255585	-1	yes
GLEANP3_070710	GLEANP3_070710.t1	bdenJAM81_scaffold_13	243238	244206	-1	fgenesh1_pg.C_scaffold_13000087.5	bden_t_27376	fgenesh1_pg.C_scaffold_13000087.5	243238	244206	-1	yes
GLEANP3_070720	GLEANP3_070720.t1	bdenJAM81_scaffold_13	229801	231848	-1	fgenesh1_pg.C_scaffold_13000082.5	bden_t_27371	fgenesh1_pg.C_scaffold_13000082.5	229801	231848	-1	yes
GLEANP3_070730	GLEANP3_070730.t1	bdenJAM81_scaffold_13	222366	223531	-1	e_gw1.13.195.1.5	bden_t_13924	e_gw1.13.195.1.5	222366	223531	-1	yes
GLEANP3_070740	GLEANP3_070740.t1	bdenJAM81_scaffold_13	204093	206009	-1	GP3.070740.5	bden_t_91515	GP3.070740.5	204093	206009	-1	no
GLEANP3_070740	GLEANP3_070740.t1	bdenJAM81_scaffold_13	204093	206009	-1	fgenesh1_pg.C_scaffold_13000073.5	bden_t_27362	fgenesh1_pg.C_scaffold_13000073.5	205960	209902	1	no
GLEANP3_070750	GLEANP3_070750.t1	bdenJAM81_scaffold_13	170216	171393	-1	fgenesh1_pg.C_scaffold_13000059.5	bden_t_27348	fgenesh1_pg.C_scaffold_13000059.5	170216	171393	-1	yes
GLEANP3_070760	GLEANP3_070760.t1	bdenJAM81_scaffold_13	154323	155377	-1	fgenesh1_pg.C_scaffold_13000051.5	bden_t_27340	fgenesh1_pg.C_scaffold_13000051.5	154323	155329	-1	yes
GLEANP3_070770	GLEANP3_070770.t1	bdenJAM81_scaffold_13	147854	149180	-1	GP3.070770.5	bden_t_91518	GP3.070770.5	147854	149180	-1	yes
GLEANP3_070780	GLEANP3_070780.t1	bdenJAM81_scaffold_13	145222	145593	-1	estExt_fgenesh1_pg.C_130046.5	bden_t_35905	estExt_fgenesh1_pg.C_130046.5	138668	145593	-1	yes
GLEANP3_070790	GLEANP3_070790.t1	bdenJAM81_scaffold_13	124978	125818	-1	fgenesh1_pg.C_scaffold_13000039.5	bden_t_27328	fgenesh1_pg.C_scaffold_13000039.5	124978	125818	-1	yes
GLEANP3_070800	GLEANP3_070800.t1	bdenJAM81_scaffold_13	116538	118053	-1	GP3.070800.5	bden_t_91521	GP3.070800.5	116538	118053	-1	yes
GLEANP3_070810	GLEANP3_070810.t1	bdenJAM81_scaffold_13	105520	106647	-1	GP3.070810.5	bden_t_91522	GP3.070810.5	105520	106647	-1	yes
GLEANP3_070820	bdenJAM81_scaffold_13	103861	104880	-1					NO_MATCH
GLEANP3_070830	GLEANP3_070830.t1	bdenJAM81_scaffold_13	102056	102870	-1	fgenesh1_pg.C_scaffold_13000030.5	bden_t_27319	fgenesh1_pg.C_scaffold_13000030.5	102056	102870	-1	yes
GLEANP3_070840	GLEANP3_070840.t1	bdenJAM81_scaffold_13	79334	81917	-1	e_gw1.13.39.1.5	bden_t_13867	e_gw1.13.39.1.5	79334	81917	-1	yes
GLEANP3_070850	GLEANP3_070850.t1	bdenJAM81_scaffold_13	68463	69161	-1	fgenesh1_pg.C_scaffold_13000017.5	bden_t_27306	fgenesh1_pg.C_scaffold_13000017.5	68463	69544	-1	yes
GLEANP3_070860	GLEANP3_070860.t1	bdenJAM81_scaffold_13	67675	67857	-1	GP3.070860.5	bden_t_91527	GP3.070860.5	67675	67857	-1	yes
GLEANP3_070870	GLEANP3_070870.t1	bdenJAM81_scaffold_13	67091	67627	-1	GP3.070870.5	bden_t_91528	GP3.070870.5	67091	67627	-1	yes
GLEANP3_070880	GLEANP3_070880.t1	bdenJAM81_scaffold_13	60149	61270	-1	GP3.070880.5	bden_t_91529	GP3.070880.5	60149	61270	-1	yes
GLEANP3_070890	GLEANP3_070890.t1	bdenJAM81_scaffold_13	54391	54954	-1	GP3.070890.5	bden_t_91530	GP3.070890.5	54391	54954	-1	yes
GLEANP3_070900	GLEANP3_070900.t1	bdenJAM81_scaffold_13	50927	52563	-1	fgenesh1_pg.C_scaffold_13000011.5	bden_t_27300	fgenesh1_pg.C_scaffold_13000011.5	50927	52563	-1	yes
GLEANP3_070910	GLEANP3_070910.t1	bdenJAM81_scaffold_13	45456	46247	-1	fgenesh1_pg.C_scaffold_13000009.5	bden_t_27298	fgenesh1_pg.C_scaffold_13000009.5	45456	46361	-1	yes
GLEANP3_070920	GLEANP3_070920.t1	bdenJAM81_scaffold_13	42801	44030	-1	GP3.070920.5	bden_t_91533	GP3.070920.5	42801	44030	-1	yes
GLEANP3_070930	GLEANP3_070930.t1	bdenJAM81_scaffold_13	28293	29942	-1	fgenesh1_pg.C_scaffold_13000007.5	bden_t_27296	fgenesh1_pg.C_scaffold_13000007.5	28293	30852	-1	yes
GLEANP3_070940	GLEANP3_070940.t1	bdenJAM81_scaffold_13	26072	26875	-1	GP3.070940.5	bden_t_91535	GP3.070940.5	26072	26875	-1	yes
GLEANP3_070950	GLEANP3_070950.t1	bdenJAM81_scaffold_13	21345	22165	-1	fgenesh1_pg.C_scaffold_13000005.5	bden_t_27294	fgenesh1_pg.C_scaffold_13000005.5	21345	22165	-1	yes
GLEANP3_070960	GLEANP3_070960.t1	bdenJAM81_scaffold_13	16927	19829	-1	fgenesh1_pg.C_scaffold_13000004.5	bden_t_27293	fgenesh1_pg.C_scaffold_13000004.5	16254	19829	-1	yes
GLEANP3_070970	GLEANP3_070970.t1	bdenJAM81_scaffold_13	11342	12292	-1	GP3.070970.5	bden_t_91538	GP3.070970.5	11342	12292	-1	yes
GLEANP3_070980	GLEANP3_070980.t1	bdenJAM81_scaffold_13	8337	8552	-1	fgenesh1_pg.C_scaffold_13000002.5	bden_t_27291	fgenesh1_pg.C_scaffold_13000002.5	5959	8552	-1	yes
GLEANP3_070990	GLEANP3_070990.t1	bdenJAM81_scaffold_13	6804	7727	-1	fgenesh1_pg.C_scaffold_13000002.5	bden_t_27291	fgenesh1_pg.C_scaffold_13000002.5	5959	8552	-1	yes
GLEANP3_071000	GLEANP3_071000.t1	bdenJAM81_scaffold_13	1322	2080	-1	fgenesh1_pg.C_scaffold_13000001.5	bden_t_27290	fgenesh1_pg.C_scaffold_13000001.5	617	2080	-1	yes
GLEANP3_071010	GLEANP3_071010.t1	bdenJAM81_scaffold_13	802	1294	-1	fgenesh1_pg.C_scaffold_13000001.5	bden_t_27290	fgenesh1_pg.C_scaffold_13000001.5	617	2080	-1	yes
GLEANP3_071020	GLEANP3_071020.t1	bdenJAM81_scaffold_13	14549	16208	1	fgenesh1_pg.C_scaffold_13000003.5	bden_t_27292	fgenesh1_pg.C_scaffold_13000003.5	14507	16208	1	yes
GLEANP3_071030	GLEANP3_071030.t1	bdenJAM81_scaffold_13	17807	18028	1	fgenesh1_pg.C_scaffold_13000004.5	bden_t_27293	fgenesh1_pg.C_scaffold_13000004.5	16254	19829	-1	yes
GLEANP3_071040	GLEANP3_071040.t1	bdenJAM81_scaffold_13	35979	37112	1	GP3.071040.5	bden_t_91545	GP3.071040.5	35979	37112	1	yes
GLEANP3_071050	GLEANP3_071050.t1	bdenJAM81_scaffold_13	38178	41481	1	e_gw1.13.158.1.5	bden_t_13863	e_gw1.13.158.1.5	40405	41481	1	yes
GLEANP3_071060	GLEANP3_071060.t1	bdenJAM81_scaffold_13	48962	49885	1	fgenesh1_pg.C_scaffold_13000010.5	bden_t_27299	fgenesh1_pg.C_scaffold_13000010.5	48962	49885	1	yes
GLEANP3_071070	GLEANP3_071070.t1	bdenJAM81_scaffold_13	56164	57517	1	fgenesh1_pg.C_scaffold_13000012.5	bden_t_27301	fgenesh1_pg.C_scaffold_13000012.5	56164	56967	1	yes
GLEANP3_071080	GLEANP3_071080.t1	bdenJAM81_scaffold_13	58144	59889	1	fgenesh1_pg.C_scaffold_13000013.5	bden_t_27302	fgenesh1_pg.C_scaffold_13000013.5	58144	59889	1	yes
GLEANP3_071090	GLEANP3_071090.t1	bdenJAM81_scaffold_13	64513	66285	1	GP3.071090.5	bden_t_91550	GP3.071090.5	64513	66285	1	yes
GLEANP3_071100	GLEANP3_071100.t1	bdenJAM81_scaffold_13	76980	78737	1	fgenesh1_pg.C_scaffold_13000020.5	bden_t_27309	fgenesh1_pg.C_scaffold_13000020.5	76241	78737	1	yes
GLEANP3_071110	GLEANP3_071110.t1	bdenJAM81_scaffold_13	89227	90693	1	fgenesh1_pg.C_scaffold_13000025.5	bden_t_27314	fgenesh1_pg.C_scaffold_13000025.5	89227	91322	1	yes
GLEANP3_071120	GLEANP3_071120.t1	bdenJAM81_scaffold_13	114577	116220	1	GP3.071120.5	bden_t_91553	GP3.071120.5	114577	116220	1	yes
GLEANP3_071130	GLEANP3_071130.t1	bdenJAM81_scaffold_13	118753	120993	1	fgenesh1_pg.C_scaffold_13000038.5	bden_t_27327	fgenesh1_pg.C_scaffold_13000038.5	118753	124826	1	yes
GLEANP3_071140	GLEANP3_071140.t1	bdenJAM81_scaffold_13	131539	132033	1	fgenesh1_pg.C_scaffold_13000043.5	bden_t_27332	fgenesh1_pg.C_scaffold_13000043.5	131539	132033	1	yes
GLEANP3_071150	GLEANP3_071150.t1	bdenJAM81_scaffold_13	132590	134041	1	fgenesh1_pg.C_scaffold_13000044.5	bden_t_27333	fgenesh1_pg.C_scaffold_13000044.5	132590	134041	1	yes
GLEANP3_071160	GLEANP3_071160.t1	bdenJAM81_scaffold_13	149426	149841	1	GP3.071160.5	bden_t_91557	GP3.071160.5	149426	149841	1	yes
GLEANP3_071170	GLEANP3_071170.t1	bdenJAM81_scaffold_13	150248	150790	1	fgenesh1_pg.C_scaffold_13000049.5	bden_t_27338	fgenesh1_pg.C_scaffold_13000049.5	150248	150790	1	yes
GLEANP3_071180	GLEANP3_071180.t1	bdenJAM81_scaffold_13	155562	156630	1	e_gw1.13.206.1.5	bden_t_13807	e_gw1.13.206.1.5	155562	156630	1	yes
GLEANP3_071190	GLEANP3_071190.t1	bdenJAM81_scaffold_13	158283	158981	1	fgenesh1_pg.C_scaffold_13000053.5	bden_t_27342	fgenesh1_pg.C_scaffold_13000053.5	157900	158981	1	yes
GLEANP3_071200	GLEANP3_071200.t1	bdenJAM81_scaffold_13	160893	163369	1	fgenesh1_pg.C_scaffold_13000055.5	bden_t_27344	fgenesh1_pg.C_scaffold_13000055.5	160893	163369	1	yes
GLEANP3_071210	GLEANP3_071210.t1	bdenJAM81_scaffold_13	164100	166938	1	e_gw1.13.113.1.5	bden_t_13712	e_gw1.13.113.1.5	164635	165926	1	yes
GLEANP3_071220	GLEANP3_071220.t1	bdenJAM81_scaffold_13	190104	192141	1	estExt_Genewise1Plus.C_130042.5	bden_t_20617	estExt_Genewise1Plus.C_130042.5	190104	192413	1	yes
GLEANP3_071230	GLEANP3_071230.t1	bdenJAM81_scaffold_13	192814	194046	1	GP3.071230.5	bden_t_91564	GP3.071230.5	192814	194046	1	yes
GLEANP3_071240	GLEANP3_071240.t1	bdenJAM81_scaffold_13	194480	195424	1	GP3.071240.5	bden_t_91565	GP3.071240.5	194480	195424	1	yes
GLEANP3_071250	GLEANP3_071250.t1	bdenJAM81_scaffold_13	202806	209902	1	fgenesh1_pg.C_scaffold_13000071.5	bden_t_27360	fgenesh1_pg.C_scaffold_13000071.5	202806	203892	1	no
GLEANP3_071250	GLEANP3_071250.t1	bdenJAM81_scaffold_13	202806	209902	1	GP3.070740.5	bden_t_91515	GP3.070740.5	204093	206009	-1	no
GLEANP3_071250	GLEANP3_071250.t1	bdenJAM81_scaffold_13	202806	209902	1	fgenesh1_pg.C_scaffold_13000073.5	bden_t_27362	fgenesh1_pg.C_scaffold_13000073.5	205960	209902	1	no
GLEANP3_071260	GLEANP3_071260.t1	bdenJAM81_scaffold_13	212100	212500	1	GP3.071260.5	bden_t_91567	GP3.071260.5	212100	212500	1	yes
GLEANP3_071270	GLEANP3_071270.t1	bdenJAM81_scaffold_13	215895	216163	1	fgenesh1_pg.C_scaffold_13000076.5	bden_t_27365	fgenesh1_pg.C_scaffold_13000076.5	215895	222083	1	yes
GLEANP3_071280	GLEANP3_071280.t1	bdenJAM81_scaffold_13	225736	226840	1	e_gw1.13.250.1.5	bden_t_13702	e_gw1.13.250.1.5	225628	226840	1	no
GLEANP3_071280	GLEANP3_071280.t1	bdenJAM81_scaffold_13	225736	226840	1	GP3.069290.5	bden_t_91370	GP3.069290.5	226835	227995	-1	no
GLEANP3_071290	GLEANP3_071290.t1	bdenJAM81_scaffold_13	242521	243131	1	e_gw1.13.265.1.5	bden_t_13852	e_gw1.13.265.1.5	242521	243131	1	yes
GLEANP3_071300	GLEANP3_071300.t1	bdenJAM81_scaffold_13	258316	259054	1	GP3.071300.5	bden_t_91571	GP3.071300.5	258316	259054	1	yes
GLEANP3_071310	GLEANP3_071310.t1	bdenJAM81_scaffold_13	260473	261328	1	e_gw1.13.237.1.5	bden_t_13834	e_gw1.13.237.1.5	260524	261201	1	yes
GLEANP3_071320	GLEANP3_071320.t1	bdenJAM81_scaffold_13	276417	277860	1	fgenesh1_pg.C_scaffold_13000102.5	bden_t_27391	fgenesh1_pg.C_scaffold_13000102.5	276432	277860	1	yes
GLEANP3_071330	bdenJAM81_scaffold_13	289762	294665	1					NO_MATCH
GLEANP3_071340	GLEANP3_071340.t1	bdenJAM81_scaffold_13	299525	302405	1	fgenesh1_pg.C_scaffold_13000110.5	bden_t_27399	fgenesh1_pg.C_scaffold_13000110.5	299640	301820	1	yes
GLEANP3_071350	GLEANP3_071350.t1	bdenJAM81_scaffold_13	307462	307881	1	GP3.071350.5	bden_t_91576	GP3.071350.5	307462	307881	1	yes
GLEANP3_071360	GLEANP3_071360.t1	bdenJAM81_scaffold_13	322869	324249	1	GP3.071360.5	bden_t_91577	GP3.071360.5	322869	324249	1	yes
GLEANP3_071370	GLEANP3_071370.t1	bdenJAM81_scaffold_13	340840	342483	1	gw1.13.140.1.5	bden_t_3858	gw1.13.140.1.5	341851	342318	1	no
GLEANP3_071370	GLEANP3_071370.t1	bdenJAM81_scaffold_13	340840	342483	1	fgenesh1_pm.C_scaffold_13000032.5	bden_t_30652	fgenesh1_pm.C_scaffold_13000032.5	340931	341224	1	no
GLEANP3_071380	GLEANP3_071380.t1	bdenJAM81_scaffold_13	344512	345171	1	fgenesh1_pg.C_scaffold_13000122.5	bden_t_27411	fgenesh1_pg.C_scaffold_13000122.5	344512	345171	1	yes
GLEANP3_071390	GLEANP3_071390.t1	bdenJAM81_scaffold_13	352617	353207	1	fgenesh1_pg.C_scaffold_13000124.5	bden_t_27413	fgenesh1_pg.C_scaffold_13000124.5	352533	353207	1	yes
GLEANP3_071400	GLEANP3_071400.t1	bdenJAM81_scaffold_13	359495	359782	1	fgenesh1_pg.C_scaffold_13000125.5	bden_t_27414	fgenesh1_pg.C_scaffold_13000125.5	359495	361295	1	yes
GLEANP3_071410	GLEANP3_071410.t1	bdenJAM81_scaffold_13	360072	360425	1	fgenesh1_pg.C_scaffold_13000125.5	bden_t_27414	fgenesh1_pg.C_scaffold_13000125.5	359495	361295	1	yes
GLEANP3_071420	GLEANP3_071420.t1	bdenJAM81_scaffold_13	364910	365767	1	GP3.071420.5	bden_t_91583	GP3.071420.5	364910	365767	1	yes
GLEANP3_071430	GLEANP3_071430.t1	bdenJAM81_scaffold_13	371727	372196	1	GP3.071430.5	bden_t_91584	GP3.071430.5	371727	372196	1	yes
GLEANP3_071440	GLEANP3_071440.t1	bdenJAM81_scaffold_13	378754	379704	1	fgenesh1_pg.C_scaffold_13000130.5	bden_t_27419	fgenesh1_pg.C_scaffold_13000130.5	378904	380290	1	yes
GLEANP3_071450	GLEANP3_071450.t1	bdenJAM81_scaffold_13	381473	382278	1	GP3.071450.5	bden_t_91586	GP3.071450.5	381473	382278	1	yes
GLEANP3_071460	GLEANP3_071460.t1	bdenJAM81_scaffold_13	388446	391363	1	GP3.071460.5	bden_t_91587	GP3.071460.5	388446	391363	1	yes
GLEANP3_071470	GLEANP3_071470.t1	bdenJAM81_scaffold_13	407675	408152	1	GP3.071470.5	bden_t_91588	GP3.071470.5	407675	408152	1	yes
GLEANP3_071480	GLEANP3_071480.t1	bdenJAM81_scaffold_13	421106	422778	1	GP3.071480.5	bden_t_91589	GP3.071480.5	421106	422778	1	yes
GLEANP3_071490	GLEANP3_071490.t1	bdenJAM81_scaffold_13	423536	425107	1	e_gw1.13.119.1.5	bden_t_13935	e_gw1.13.119.1.5	423536	425107	1	yes
GLEANP3_071500	GLEANP3_071500.t1	bdenJAM81_scaffold_13	452390	452608	1	GP3.071500.5	bden_t_91591	GP3.071500.5	452390	452608	1	yes
GLEANP3_071510	GLEANP3_071510.t1	bdenJAM81_scaffold_13	496789	497387	1	GP3.071510.5	bden_t_91592	GP3.071510.5	496789	497387	1	yes
